@relation sentiment

@attribute tweet string
@attribute sentiwordnetpositive numeric
@attribute sentiwordnetnegative numeric
@attribute sentiwordnetneutral numeric
@attribute sentiwordnettotal numeric
@attribute sentiment {positive,negative,neutral}

@data
'i love classic lays and limon lays they are my life',0.2727272727272727,0.0,0.0,0.4471537595666199,positive
'i just want my  glasses to come',0.4444444444444444,0.0,0.1111111111111111,0.3529736939151881,positive
'we are pumped up for thirstythursday canadian and  pints thirsty beer brew exclamationmarkcharacter',0.2,0.0,0.2,0.1385722343831478,neutral
'i m at mercedes benz of delray delray beach fl',0.0,0.0,0.3,0.0,neutral
'take a look at the great laptop deals we have in our november sale including the  travelmate p only',0.2,0.1,0.2,0.14238886535557377,positive
'google algorithm updates blogging templates and more in   content this week socialmedia',0.0,0.0,0.38461538461538464,0.0,neutral
'vehicle but there is a problem with the steering cylinder of three more years of dolamdan trkiyedi not and did not get a clear',0.08333333333333333,0.125,0.20833333333333334,-1.2280831930569596,negative
'oh happy day the is working exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter',0.2,0.0,0.0,0.49800998708033273,positive
'i hate when a guy makes sexual advances at me but it s even worse when you re not attracted to them',0.09090909090909091,0.13636363636363635,0.13636363636363635,-1.1852944038929438,negative
'i don t think it could have gone any better than it did northwest capturesbyclark',0.17647058823529413,0.0,0.17647058823529413,0.6648777843280202,positive
'to unveil update plans for its smartphones this week still in development',0.0,0.07142857142857142,0.35714285714285715,-0.1488095238095238,neutral
'i wanna do a graphic project while i have this free day trial w   indesign',0.3125,0.125,0.125,0.15112418080751555,neutral
'frustrated that is weird with vector based icon fonts',0.0,0.2222222222222222,0.2222222222222222,-0.8181818181818182,negative
'so far i m not a big fan of  mobile the opt out approach is a pain when converting an existing website',0.21739130434782608,0.08695652173913043,0.17391304347826086,-0.9065354527544265,negative
'nike move app now available in the ios',0.2,0.1,0.2,0.18031758092764966,neutral
'my favorite cheap beer pack down drinking a  by coors brewing company exclamationmarkcharacter',0.13333333333333333,0.2,0.26666666666666666,-0.28099292054802943,positive
'is my fav',0.0,0.0,0.0,0.0,positive
'fuck this stupid ass  from years ago aint cutting it i m not team anymore',0.0,0.17647058823529413,0.4117647058823529,-1.1016666666666668,negative
'great quality photos',0.5,0.0,0.0,0.44033573518284524,positive
'th annual golf tournament the canyons at blackjack ridge sat nov th special thanks to and the canyons at blackjack ridge exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter',0.08,0.0,0.32,0.07568418913426365,positive
'buy victoria secret sweats for christmas so i know it s real',0.16666666666666666,0.16666666666666666,0.4166666666666667,-0.005892434268552453,neutral
'or facebook wasn t build in a day so as building a network marketing business why build a business in exclamationmarkcharacter',0.13636363636363635,0.0,0.3181818181818182,0.06067448924653293,neutral
'i ve renewed my licence key its saying invalid i ve copied pasted still not working your website doesn t help whatsoever',0.09090909090909091,0.18181818181818182,0.09090909090909091,-1.1888123824024466,negative
'i love that  commercial exclamationmarkcharacter exclamationmarkcharacter',0.375,0.125,0.0,0.37113291472707766,positive
'tenders with blackened ranch',0.0,0.16666666666666666,0.16666666666666666,-0.025510204081632657,neutral
'thanks to the onsite technician for is now my friend exclamationmarkcharacter',0.2,0.0,0.26666666666666666,0.13474569875692974,positive
'new ui looks cheap exclamationmarkcharacter exclamationmarkcharacter',0.14285714285714285,0.14285714285714285,0.0,-0.1500374230374463,negative
'rt free ebook how to attract customers with twitter vine',0.1,0.1,0.2,0.10910011223480279,neutral
'stupid internet not working all i wanted to know was how many calories were in a fried egg and you have failed me',0.08,0.08,0.2,-0.9730227023743152,negative
'it d be cool if somebody brought me',0.3,0.1,0.2,0.09044383047885082,positive
'mentionatruefriend always',0.0,0.5,0.0,-0.02299605781865966,neutral
'this whole series of dreamy rainy engagement photos i really do like exclamationmarkcharacter exclamationmarkcharacter',0.21428571428571427,0.07142857142857142,0.14285714285714285,0.5588886931761379,positive
'buying in',0.0,0.0,0.0,0.0,neutral
'is the dopest thing ever',0.0,0.16666666666666666,0.16666666666666666,-0.006136817813667934,positive
'and here you have  model sporting a very large jedward style quiff',0.35714285714285715,0.0,0.21428571428571427,0.25676325878947837,neutral
'was my best app some years back exclamationmarkcharacter',0.09090909090909091,0.0,0.2727272727272727,0.24000000000000005,positive
'best of luck today you can do it exclamationmarkcharacter exclamationmarkcharacter',0.3,0.1,0.0,0.3205094461605272,positive
'you lord are my allotted inheritance and my destiny you control my fate psalm',0.14285714285714285,0.0,0.2857142857142857,0.05206217030622924,positive
'what   should do for flash',0.16666666666666666,0.3333333333333333,0.0,-0.00989118494390901,neutral
'how horrid does this look  fail',0.0,0.42857142857142855,0.0,-1.052095028751911,negative
'but it s a so should be fairly good they usually are',0.15384615384615385,0.0,0.23076923076923078,0.51195897151739,positive
'absolute pleasure',1.0,0.0,0.0,0.2541045265133676,positive
'last google search was this morning to download browser sick of ads on google chrome browser',0.0,0.23529411764705882,0.29411764705882354,-0.9632149368191731,negative
'a young houston hard header exclamationmarkcharacter',0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.038487116539283474,neutral
'sucks',0,0,1,0,negative
'i want some off the conveyer',0.1111111111111111,0.0,0.1111111111111111,0.04599211563731932,positive
'last rt hahaha true enough',0.4,0.2,0.0,0.17344905072924727,positive
'everything you do online can will be used against you  cocacola',0.08333333333333333,0.08333333333333333,0.08333333333333333,0.016195502489195587,negative
'yes it works thank you very much for help xo d exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter',0.17647058823529413,0.058823529411764705,0.11764705882352941,0.322907060711237,positive
'photo phantom ladies image used as reference and research by nick knight for',0.0,0.14285714285714285,0.35714285714285715,-0.2681709683421304,neutral
'remember that time we bought an a c hot sauce and pop tarts questionmarkcharacter',0.14285714285714285,0.07142857142857142,0.21428571428571427,0.15216964571378921,neutral
'i just used shazam',0.1,0.0,0.1,0.051686763311204455,neutral
'i want you as my birthday gift soon lookingforward nextyear laptop tech gadget exclamationmarkcharacter exclamationmarkcharacter',0.11764705882352941,0.058823529411764705,0.29411764705882354,0.04872934191469158,positive
'people call me names like fat ugly ghetto ratchet but i m sorry i m not perfect i m sorry this i',0.08695652173913043,0.21739130434782608,0.30434782608695654,-1.2953737563749126,negative
'the new lens shade of aviators matches my hair meant to be',0.25,0.08333333333333333,0.08333333333333333,0.1502313656463648,neutral
'can you send me a box of these exclamationmarkcharacter exclamationmarkcharacter questionmarkcharacter questionmarkcharacter',0.16666666666666666,0.0,0.0,0.03718833248168475,neutral
'updates play services with mobile ads geofencing google and api improvements but drops froyo support',0.13333333333333333,0.0,0.2,0.02978131152731711,neutral
'a girl just walked in to publix wearing knee high sequined',0.25,0.08333333333333333,0.16666666666666666,-0.29336892887893484,neutral
'table to json example is on codepen exclamationmarkcharacter',0.1111111111111111,0.0,0.1111111111111111,0.006898734933282365,neutral
'hi do you offer work experience cheekyspecialcharacter questionmarkcharacter',0.125,0.125,0.25,-0.007324269621367511,neutral
'know anyone for this job senior  engineer in austin tx job questionmarkcharacter',0.13333333333333333,0.13333333333333333,0.26666666666666666,0.21346076660341906,neutral
'are you trying to register via help lightroom registration or from a different url if so which one questionmarkcharacter questionmarkcharacter',0.1,0.0,0.2,0.4001049455594911,neutral
'the stephen mccann daily is out stories via exclamationmarkcharacter',0.0,0.1111111111111111,0.1111111111111111,-0.25,neutral
'investing is attempting to increase your real wealth in terms of how many relative goods you can buy not relative to  justsaying exclamationmarkcharacter',0.041666666666666664,0.16666666666666666,0.20833333333333334,-0.9143717619006603,neutral
'chuffed to see becoming a technology partner for google compute engine gce',0.16666666666666666,0.0,0.4166666666666667,0.1418393952228632,neutral
'i going lunch to  p cheekyspecialcharacter',0.125,0.0,0.375,0.005960712191791387,neutral
'are my favorite',0.0,0.2727272727272727,0.2727272727272727,0.2408647776686772,positive
'who s ready for tomorrow purephotography',0.16666666666666666,0.16666666666666666,0.16666666666666666,0.019656154183092425,neutral
'is there a way to force a virtual   refresh in nvda anybody knows questionmarkcharacter questionmarkcharacter',0.25,0.0625,0.0625,0.23444100081283079,neutral
'center different elements in   do you want to add some text to a photo or picture or',0.2631578947368421,0.15789473684210525,0.10526315789473684,-0.0264303528564004,neutral
'working with lucidchart diagrams as app very cool and free for education exclamationmarkcharacter',0.25,0.0625,0.0625,0.34234708094243066,positive
'are people still in   questionmarkcharacter questionmarkcharacter questionmarkcharacter',0.0,0.125,0.125,-0.1488095238095238,neutral
'other shit i hate fanboys it s your only browser is  and you just got blu ray technology that s all cheekyspecialcharacter',0.04,0.2,0.24,-0.9306302855632059,negative
'so grateful for my',0.2,0.0,0.2,0.20833333333333334,positive
'avg avg customer support via license is not being accepted help exclamationmarkcharacter',0.16666666666666666,0.08333333333333333,0.16666666666666666,-0.42232388823297906,neutral
'game employee looked late',0.2,0.4,0.2,-2.496907436809817E-4,neutral
'these are fantastic exclamationmarkcharacter',0.25,0.0,0.0,0.24104683195592289,positive
'this little girl is today four yay for   celebrations love her the pure joy she bring to life happyspecialcharacter exclamationmarkcharacter',0.2857142857142857,0.09523809523809523,0.047619047619047616,0.31662177608596265,positive
'its embarrassing how much i fancy and it would still be the same if he drove a micra awwwww exclamationmarkcharacter',0.09523809523809523,0.19047619047619047,0.047619047619047616,-0.8255722354134365,neutral
'i have a few more things to add to that list exclamationmarkcharacter',0.16666666666666666,0.0,0.3333333333333333,0.07990147287587743,neutral
'p f chang s food is really horrible yess i would never go back that s why it s so cheap',0.09523809523809523,0.19047619047619047,0.3333333333333333,-1.0149021456587157,negative
'one of my all time favorite psych moments called my sister when i saw this to tell her how funny i',0.19047619047619047,0.0,0.09523809523809523,0.28302272859902344,positive
'good read on search',0.4,0.0,0.2,0.7280910970069034,positive
'how s it going every one big news we finally heard back from world records and we are now defiantly the',0.22727272727272727,0.0,0.18181818181818182,0.24203288453070357,neutral
'rs good car for an icy day also very fast and red and fast',0.2,0.06666666666666667,0.26666666666666666,0.49348859556565666,positive
'it s getting crankier and crankier unbelievable',0.058823529411764705,0.058823529411764705,0.17647058823529413,-0.11742660421566878,negative
'ours   check it out tour schedule exclamationmarkcharacter exclamationmarkcharacter',0.1111111111111111,0.0,0.3333333333333333,0.016092309826651774,neutral
'i m happy that one of the world s tech giants are getting involved in this relief operation as an i already did my part',0.1111111111111111,0.0,0.2222222222222222,0.6802594566895619,positive
'follow me please it would really make my day x exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter questionmarkcharacter',0.35714285714285715,0.0,0.07142857142857142,0.7059353375273194,positive
'sorry bro no hard feelings for you it s just my many other people s anger for for their super slow updates',0.13636363636363635,0.22727272727272727,0.18181818181818182,-0.08427770929600217,negative
'is there a  app coming any time soon questionmarkcharacter',0.09090909090909091,0.09090909090909091,0.2727272727272727,-0.0450477392946262,neutral
'is shit now cuz of him',0.14285714285714285,0.14285714285714285,0.0,-0.14129793359208437,negative
'an example of how   is faster than php interesting nodejs annoyedspecialcharacter',0.09090909090909091,0.045454545454545456,0.22727272727272727,0.3606402315319218,positive
'griffith j griffith observatory new favorite place exclamationmarkcharacter',0.375,0.0,0.5,0.24552284186477813,positive
'sour  make the world go around',0.2857142857142857,0.14285714285714285,0.2857142857142857,-0.2584398028497315,neutral
'it was causing a bit of trouble',0.0,0.2857142857142857,0.0,-0.21390487221583143,negative
'it sucks man no windows tablets in india other than wt d hell is n others thinking nuts',0.05555555555555555,0.16666666666666666,0.16666666666666666,-0.5825110284104438,negative
'ever played jersey devil on the original its such a fun old game exclamationmarkcharacter questionmarkcharacter',0.1875,0.25,0.0625,-0.19779383598278458,positive
'yeah i fucking know is not responding fuck you',0.09090909090909091,0.09090909090909091,0.2727272727272727,-0.587262764825313,negative
'ii just won a m coupe in csr racing try it for free exclamationmarkcharacter exclamationmarkcharacter',0.125,0.0625,0.1875,0.07209644245888491,neutral
'shit balls',0.0,0.5,0.0,-0.1569462197321738,negative
'is   available in the uae questionmarkcharacter',0.125,0.0,0.25,0.18000000000000002,neutral
'testing   i m basically a robot right now',0.4,0.0,0.4,0.6237261158697839,neutral
'live quick tips how to quickly add effects to drum rack chains',0.15384615384615385,0.15384615384615385,0.3076923076923077,-0.08939557100710893,neutral
'how s about you lay off terry you fucking cunt he s the sweetheart of albert square he just wants to be mates cunt exclamationmarkcharacter exclamationmarkcharacter',0.23076923076923078,0.038461538461538464,0.15384615384615385,-0.2694935139961599,negative
'the dress lamps are every inch of amazing and i want one right now',0.26666666666666666,0.06666666666666667,0.06666666666666667,0.39682506627817166,positive
'how s messy password breach can spill to sites like',0.0,0.2,0.2,-0.8818870523415978,negative
'i ve just broadcasted a video please watch it now am exclamationmarkcharacter',0.25,0.0,0.16666666666666666,0.3673350494512939,neutral
'i knew  whored out sonic to nintendo but i didn t think they d go this far',0.16666666666666666,0.05555555555555555,0.1111111111111111,-0.013079900023466099,negative
'are you going to upgrade the messenger to suit ios questionmarkcharacter',0.18181818181818182,0.0,0.09090909090909091,0.03102111800228923,neutral
'rt th photo attends the bafta la britannia awards exclamationmarkcharacter',0.0,0.0,0.18181818181818182,0.0,neutral
'wohooo always amazing  and motor fighting happyspecialcharacter exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter',0.14285714285714285,0.07142857142857142,0.07142857142857142,0.3330645482419464,positive
'i think if you re a true petrol head everybody s favorite super car is the ',0.2777777777777778,0.0,0.2222222222222222,0.577356274369921,positive
'help bad  experience nd new machine dies and even worse warrenty customer service grief what to do cheekyspecialcharacter exclamationmarkcharacter exclamationmarkcharacter questionmarkcharacter questionmarkcharacter questionmarkcharacter',0.125,0.16666666666666666,0.20833333333333334,-0.8671651967211124,negative
'is yet another spyware browser that allows url s to contain ip addresses because ms is working for add servers not you cheekyspecialcharacter',0.12,0.12,0.24,-0.8324909548394311,negative
'that morning run which route tablemountain has kick ass views ctcityinsiders questionmarkcharacter',0.0,0.08333333333333333,0.3333333333333333,-0.007112857336404281,positive
'cool so once again and doesn t work and this stupid school doesn t know how to update  wtf questionmarkcharacter',0.16666666666666666,0.041666666666666664,0.375,-0.22591005600349556,negative
'should probably find some real food to eat that s not cheetos or',0.14285714285714285,0.21428571428571427,0.14285714285714285,-0.6356280771733549,positive
'awsome i started watching her a few months ago and i luv her xxxx happyspecialcharacter',0.0,0.0,0.13333333333333333,0.0,positive
'love how my dad works a frito lay',0.125,0.125,0.25,-0.21364249946515124,positive
'fashion lady new image via fashion',0.6666666666666666,0.16666666666666666,0.0,0.26845827528709,neutral
'that is worse than barbaric it has stopped',0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.42099999999999993,negative
'how to create a   date picker like google analytic i have received many phpgang',0.26666666666666666,0.0,0.2,0.11347296996266386,neutral
'the customer repair service impressed me once again',0.0,0.0,0.75,0.0,positive
'are you over and  to refresh your driving skills book in for a wiser driver course held in november december questionmarkcharacter',0.045454545454545456,0.045454545454545456,0.22727272727272727,0.10049634951125662,neutral
'do you know of any projects with   questionmarkcharacter',0.09090909090909091,0.09090909090909091,0.09090909090909091,0.02006486315339586,neutral
'ff workshops favs',0.0,0.0,0.0,0.0,positive
'i am fall in love with yeay finnally done dizzy happyspecialcharacter exclamationmarkcharacter',0.14285714285714285,0.14285714285714285,0.07142857142857142,-0.20370408078872376,positive
'thought you might be thanks exclamationmarkcharacter',0.5,0.0,0.0,0.09300855135189343,positive
'if that s a joke it was pretty hilarious xd serious funnydude salts happyspecialcharacter',0.14285714285714285,0.14285714285714285,0.07142857142857142,0.06386617782189422,positive
'saturday shout outs to',0.0,0.0,0.5,0.0,neutral
'thats the exact page i want click link wait redirect mobile optimised homepage you exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter',0.21052631578947367,0.0,0.3684210526315789,0.08910164287375916,positive
'dude great show last night at surf festival peace exclamationmarkcharacter',0.2727272727272727,0.18181818181818182,0.36363636363636365,0.07241948660209968,positive
'rt coming to a barneys new york near you gold jay z followtheteam',0.07692307692307693,0.07692307692307693,0.15384615384615385,0.12674214555740299,neutral
'my first shot with awesome cam cc exclamationmarkcharacter exclamationmarkcharacter',0.18181818181818182,0.0,0.2727272727272727,0.7559686882446609,positive
'bought a new wallet from',0.16666666666666666,0.0,0.16666666666666666,0.13057482186051292,neutral
'great talent high level sponsorship great acumen performance predictability can take you far as a sam says samaweb',0.3888888888888889,0.1111111111111111,0.1111111111111111,0.19779748516042317,positive
'damn the equipment looks so damn bloody cool stacks of  violins his piano his own orchestra worldclass rockstar',0.1,0.25,0.2,-0.8579374441865895,positive
'new tesla supercharger station opens in rocky mount this morning  inc nasdaq tsla opened its',0.058823529411764705,0.058823529411764705,0.47058823529411764,-0.11161985215234294,neutral
'node v stable has been released js nodejs javascript',0.1111111111111111,0.0,0.1111111111111111,0.026511432178426147,neutral
'also it is literally so scary to look at my   after may so empty',0.0625,0.125,0.375,-0.5945305129351011,negative
'damn did already ruin that was quick',0.14285714285714285,0.2857142857142857,0.14285714285714285,-0.2880610075139468,negative
'i never thought i d be falling in love with feelingcreative designs fun exclamationmarkcharacter',0.26666666666666666,0.13333333333333333,0.06666666666666667,-0.14714909962840927,positive
'loool i used under settings it felt good i can t lie',0.15384615384615385,0.0,0.15384615384615385,0.4930910970069034,positive
'what the fuck is wrong with',0.0,0.2222222222222222,0.1111111111111111,-0.4755305791138102,negative
'btw i ate jalapeo poppers from last night evidently not a wise choice',0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0697703591617433,negative
'pleeeeease keep that  denim jacket on sale until friday',0.1,0.2,0.3,-0.009998890547400175,neutral
'fail video  z gets wrecked in drift attempt',0.0,0.1111111111111111,0.4444444444444444,-0.16249648860592575,negative
'i liked a video love minus zero no limit biabh sessions',0.09090909090909091,0.09090909090909091,0.18181818181818182,0.20614008326092692,positive
'thanks that solved it exclamationmarkcharacter',0.2,0.0,0.0,0.04545454545454546,positive
'i m at j n house spb',0.0,0.0,0.5714285714285714,0.0,neutral
'riding boots i have a pair and i love them exclamationmarkcharacter',0.23076923076923078,0.0,0.0,0.3610796566497585,positive
'rip laptop  laptops are useless i have one and it s a heap of junk',0.0625,0.1875,0.1875,-0.5980724790221276,negative
'i received k about plato n topics from thanks exclamationmarkcharacter',0.1,0.0,0.3,0.04545454545454546,positive
'while you re suffering so am i the  i m in is playing awful awful slow jam christmas music',0.045454545454545456,0.22727272727272727,0.18181818181818182,-1.304722327789163,negative
'why does my  randomly turn on when i try to sleep',0.25,0.0,0.08333333333333333,0.42513991323507416,neutral
'i love hollister and exclamationmarkcharacter',0.16666666666666666,0.0,0.0,0.26363022780757606,positive
'when the app for   coming questionmarkcharacter',0.0,0.0,0.25,0.0,neutral
'i m liking more than i should',0.1,0.0,0.3,0.25,positive
'i swear i will own a pair of  s one day',0.3076923076923077,0.0,0.15384615384615385,0.17027678337957017,neutral
'just pushed version of lazy js plus created a little changelog like every responsible oss author should https t co fvx qsfgom happyspecialcharacter annoyedspecialcharacter',0.08333333333333333,0.041666666666666664,0.20833333333333334,-0.003313236688795518,neutral
'raps i m super i love to play i love it when goku gets beat by omega exclamationmarkcharacter',0.2,0.0,0.2,0.8296830913113569,positive
'computer working at a snail pace',0.125,0.0625,0.375,-0.03980929792293174,negative
'my brother wants the new because walter white had one goodlord',0.25,0.0,0.08333333333333333,0.16120694219653484,neutral
'looked at the clock at both times today exclamationmarkcharacter exclamationmarkcharacter',0.2,0.0,0.1,0.34090909090909094,neutral
'that tech the halls commercial for   quickly became one of the more annoying things i ve heard recently mute',0.0,0.15,0.25,-0.7263636363636363,negative
'will make my business more successful and my tourists happier exclamationmarkcharacter',0.25,0.0,0.125,0.7176824933225247,positive
'its not funny i blame the',0.14285714285714285,0.2857142857142857,0.0,-0.9647478433974785,negative
'is all clean lines beautiful typography and no advertising heres on choosing ff tisa',0.14285714285714285,0.0,0.14285714285714285,0.8541496673189621,positive
'the only good thing about mondays is chick fil a',0.1,0.2,0.1,0.4424971323283175,positive
'sba offers free small biz cybersecurity course free enterprise',0.1111111111111111,0.3333333333333333,0.3333333333333333,-0.16291838320046378,neutral
'i just used shazam to tag',0.2,0.06666666666666667,0.06666666666666667,0.48404353517415505,neutral
'one of the best document scanners i own is my smartphone',0.15384615384615385,0.0,0.23076923076923078,0.2737789249248405,positive
'fantastic body model oluchi in bikini vibesdotcom exclamationmarkcharacter exclamationmarkcharacter exclamationmarkcharacter',0.2,0.0,0.2,0.2704664949860388,positive
'wow wow wow very nice feature',0.3333333333333333,0.5,0.16666666666666666,0.2490823864964698,positive
'for android apk free download uc internet browser releases its version available as f',0.0625,0.1875,0.1875,-0.3932157470883558,neutral
'developing curved iphone screens from',0.0,0.0,0.3333333333333333,0.0,neutral
'amazing new tablet  tablet great for photographers and video editors',0.45454545454545453,0.0,0.09090909090909091,0.6118252700359932,positive
'boy london',0.5,0.0,0.5,0.08953168044077137,neutral
'ladies if you can t cook you better live close to a chick fil a if you wanna keep me interested exclamationmarkcharacter',0.18181818181818182,0.045454545454545456,0.13636363636363635,1.089123094700002,neutral
'i just want a chicken sandwhich tbh but i think ill go to and get one after work happyspecialcharacter',0.3,0.1,0.0,-0.4254151378523208,positive
'auto news today believe exclamationmarkcharacter exclamationmarkcharacter',0.5,0.0,0.16666666666666666,0.17415007619061634,neutral
'today shopping at klcc',0.2,0.0,0.2,0.06818181818181819,neutral
'thank you i created a supportticket on this',0.0,0.0,0.2,0.0,positive
'i go to literally every single day',0.3333333333333333,0.1111111111111111,0.2222222222222222,-0.031566491948351066,neutral
'mms is not working today please fix it exclamationmarkcharacter',0.2222222222222222,0.2222222222222222,0.0,-0.4335610630076894,negative
'find out   antivirus full reviews',0.3333333333333333,0.0,0.0,0.02275949393820446,neutral
'i love my old standby  mx',0.42857142857142855,0.0,0.14285714285714285,0.6167014412731882,positive
'for android was my best app some years back lol exclamationmarkcharacter',0.1111111111111111,0.0,0.16666666666666666,0.27386787451048666,positive
'i can t wait exclamationmarkcharacter exclamationmarkcharacter',0.0,0.0,0.2857142857142857,0.0,positive
'dodge has revealed new scat package state kits with  performance parts at the sema motor s',0.23529411764705882,0.0,0.29411764705882354,0.2860432743208819,neutral
'customer service reps just say i m out of luck well you re out of luck when i never buy again',0.2727272727272727,0.045454545454545456,0.22727272727272727,-0.023812832220754407,negative
'you all know why i want this shirt don t make me say it',0.2857142857142857,0.0,0.21428571428571427,0.10377701229626114,neutral
'step by step   guide for realtime monitoring and scaling openshift by red hat good read',0.17647058823529413,0.11764705882352941,0.17647058823529413,0.5119015118432287,neutral
'kaplan builds online education platform kapx with google app engine customer',0.09090909090909091,0.0,0.36363636363636365,0.16017323607799133,neutral
'everyone wants to be a platform these days is a great example of consumerization of the enterprise',0.21052631578947367,0.0,0.15789473684210525,0.2578710521096075,positive
